"","budget","revenue","title","overview","popularity","vote_count","release_date","status"
"54",20000000,88346473,"Spotlight","The true story of how The Boston Globe uncovered the massive scandal of child abuse and the cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",11.809664,3630,"2015-11-06","Released"
"55",50000000,216972543,"Central Intelligence","After he reunites with an old pal through Facebook, a mild-mannered accountant is lured into the world of international espionage.",13.033496,2206,"2016-06-15","Released"
"56",0,0,"The Scorpion King: Rise of a Warrior","The heroic tale of young Mathayus and his relentless quest for justice against an evil and powerful villain, King Sargon. Mathayus faces heart-stopping tribulations during his adventurous, odds-defying trajectory toward his ultimate destiny: becoming the formidable warrior king of an ancient desert empire.",12.47457,200,"2008-07-19","Released"
"57",18000000,268157400,"Neighbors","A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.",12.307833,3512,"2014-05-08","Released"
"58",85000000,208076205,"Safe House","A dangerous CIA renegade resurfaces after a decade on the run. When the safe house he's remanded to is attacked by mercenaries, a rookie operative escapes with him. Now, the unlikely allies must stay alive long enough to uncover who wants them dead.",13.957657,1592,"2012-02-09","Released"
"59",98000000,433013274,"The Mummy Returns","Rick and Evelyn O'Connell, along with their 8 year old son Alex, discover the key to the legendary Scorpion King's might, the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn't above kidnapping its new bearer, Alex, to gain control of Anubis' otherworldly army.",15.878324,2957,"2001-04-28","Released"
"60",74000000,1156730962,"Minions","Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",13.788349,6164,"2015-06-17","Released"
"61",50000000,549368315,"Ted","John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",15.7463,6105,"2012-06-29","Released"
"62",137000000,245360480,"Hulk","Bruce Banner, a genetics researcher with a tragic past, suffers massive radiation exposure in his laboratory that causes him to transform into a raging green monster when he gets angry.",13.659975,2261,"2003-06-19","Released"
"63",60000000,47664559,"Scott Pilgrim vs. the World","Scott Pilgrim is a 23 year old Canadian slacker and wannabe rockstar who falls in love with an American delivery girl, Ramona V. Flowers, and must defeat her seven ""evil exes"" to be able to date her.",13.745675,2904,"2010-07-27","Released"
"64",125000000,407778013,"The Mummy","Though safely entombed in a crypt deep beneath the unforgiving desert, an ancient queen whose destiny was unjustly taken from her is awakened in our current day, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.",13.487456,3284,"2017-06-06","Released"
"65",120000000,286168572,"Oblivion","Jack Harper is one of the last few drone repairmen stationed on Earth.  Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete.  His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft.  Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.",12.285412,5689,"2013-04-10","Released"
"66",6500000,23686027,"Sixteen Candles","A teenage girls deals with her parents forgetting her birthday and a crush on her high school's heartthrob.",14.672628,603,"1984-05-04","Released"
