"","budget","revenue","title","overview","popularity","vote_count","release_date","status"
"21",0,0,"SPK Komplex","The anti-psychiatric Socialist Patients' Collective (SPK) was founded in Heidelberg in 1970 and attributed individual suffering to society’s capitalist structures. It began as a self-organised experiment in group therapy led by doctor Wolfgang Huber with psychiatric patients, featuring Hegel readings and individual agitation, before subsequently radicalizing, which ended in criminal proceedings against its members, some of whom went underground with the Red Army Faction.",0.305762,0,"2018-02-18","Released"
"22",0,0,"Mélancolie ouvrière","",0.491428,0,"2018-02-07","Post Production"
"23",0,0,"Eternal Winter","The true story of an unlikely romance in a Soviet labor camp.",0.798304,0,"2018-01-30","Released"
"24",0,0,"The Man with the Lantern","",0.170008,0,"2018-01-22","Released"
"25",0,0,"The Happy Prince","THE HAPPY PRINCE tells the story of the last days of Oscar Wilde. This great man of letters, once one of the most famous authors in England, is now a superstar on the skids. As Oscar lies on his death bed, the past comes flooding back to him, transporting him to other times and places.",4.317727,16,"2018-04-12","Released"
"26",0,0,"Dennis van Gulik Presents: The Will To Power","",0.101384,0,"2017-11-02","Released"
"27",0,0,"McKellen: Playing the Part","Built upon a 14 hour interview, McKellen: Playing the Part is a unique journey through the key landmarks of McKellen's life, from early childhood into a demanding career that placed him in the public eye for the best part of his lifetime. Using an abundance of photography from McKellen's private albums and cinematically reconstructed scenes, a raw talent shines through in the intensity, variety and devotion to that moment in the light.",8.002178,0,"2018-05-27","Released"
"28",0,0,"Mademoiselle Paradis","18th century Vienna. The true story of Maria Theresia von Paradis, a gifted piano player and close friend of Mozart’s, who lost her eye-sight as a child. Desperate to cure their talented daughter, the Paradis entrust Maria to Dr. Mesmer, a forward-thinking-physician who gives her the care and attention that she requires. With the doctor’s innovative techniques of magnetism, Maria slowly recovers her sight. But this miracle comes at a price as the woman progressively starts to lose her gift for music. Faced with a heavy dilemma, Mademoiselle Paradis will have to choose: an ordinary life in the light or an extraordinary life in darkness, as a virtuoso.",4.091234,4,"2018-03-15","Released"
"29",0,0,"Zoo","Young Tom and his misfit friends fight to save 'Buster' the baby elephant during the German air raid bombings of Belfast in 1941.",1.319653,0,"2018-05-04","Released"
"30",0,958032,"The Man Who Invented Christmas","In 1843, Dickens was a literary rock star, but struggling financially after the slow sales of his previous novel, Martin Chuzzlewit. Seized with the vision of a story that would fire the hearts of humanity, Dickens pitched his publishers A Christmas Carol, but they passed. Desperate, Dickens declared he would publish it himself. Slipping into the world of his novel, he spent the next six weeks laughing and arguing with his characters, acting out scenes like a madman on the streets of London for hours on end.  With a powerful performance from Dan Stevens, THE MAN WHO INVENTED CHRISTMAS is a film for all ages about the most iconic Christmas story ever written and the genius behind it. The film also stars Christopher Plummer (The Sound of Music) as Ebenezer Scrooge and Jonathan Pryce (Game of Thrones) as John Dickens.",10.324775,133,"2017-10-12","Released"
"31",0,0,"After the Apology","Suellyn thought the Department of Community Services (DOCS) would only remove children in extreme cases, until her own grandchildren were taken in the middle of the night. Hazel decided to take on the DOCS system after her fourth grandchild was taken into state care. Jen Swan expected to continue to care for her grandchildren but DOCS deemed her unsuitable, a shock not just to her but to her sister, Deb, who was, at the time, a DOCS worker. The rate of Indigenous child removal has actually increased since Prime Minister Kevin Rudd delivered the apology to the ‘stolen generations’ in 2008. These four grandmothers find each other and start a national movement to place extended families as a key solution to the rising number of Aboriginal children in out-of-home care. They are not only taking on the system; they are changing it…",0.271142,0,"2017-10-09","Released"
"32",0,0,"Shock and Awe","A group of journalists covering George Bush's planned invasion of Iraq in 2003 are skeptical of the presidents claim that Saddam Hussein has ""weapons of mass destruction.""",4.80231,0,"2018-07-13","Released"
"33",0,0,"The Porchlight Sessions","A rare look at the inventiveness of the human spirit through reimagining the history of Bluegrass Music from Bill Monroe to today's musicians.",0.282832,0,"2017-09-28","Released"
"34",0,0,"Salamon király kalandjai","",0.127982,0,"2017-09-28","Released"
"35",0,0,"My Nephew Emmett","This visually ravishing and thought-provoking work portrays one of the USA’s great shames—the 1955 murder of 14-year-old Emmett Till by two white men in Mississippi—and movingly reminds us of this dark episode’s enduring relevance.",0.401428,3,"2017-09-27","Released"
"36",0,1735251,"Goodbye Christopher Robin","The behind the scenes story of the life of A.A. Milne and the creation of the Winnie the Pooh stories inspired by his son Christopher Robin.",13.249845,162,"2017-09-29","Released"
"37",0,0,"Mark Felt: The Man Who Brought Down the White House","The story of Mark Felt, who under the name ""Deep Throat"" helped journalists Bob Woodward and Carl Bernstein uncover the Watergate scandal in 1974.",7.651212,101,"2017-09-29","Released"
"38",0,7548572,"Chappaquiddick","Ted Kennedy's life and political career become derailed in the aftermath of a fatal car accident in 1969 that claims the life of a young campaign strategist, Mary Jo Kopechne.",8.077756,17,"2018-04-06","Released"
"39",0,0,"Woman Walks Ahead","Caroline Weldon moves to Dakota in the 19th century and tries to help the Sioux chieftain Sitting Bull keep the land for his people.",1.47128,2,"2018-06-29","Post Production"
"40",0,0,"The Current War","Electricity titans Thomas Edison and George Westinghouse compete to create a sustainable system and market it to the American people.",2.07557,12,"2018-01-05","Released"
"41",15100000,0,"Hochelaga, Land of Souls","Mohawk archaeologist Baptiste Asigny engages in a search for his ancestors following a tragic terrain slump in the Percival Molson Stadium.",3.420215,0,"2017-09-09","Released"
"42",0,224160000,"Youth","Performing art troupe members each face their own trials and tribulations in Chengdu; from escaping a family scandal to dealing with unrequited love, each experiences rejection that shapes their lives in this coming-of-age tale selected to play at the Toronto International Film Festival.  Directed by Chinese helming legend Feng Xiaogang.",3.562889,16,"2017-12-15","Released"
"43",0,12725059,"The Death of Stalin","Stalin's core team of ministers tussle for control following the Russian leader's stroke in 1953.",10.562265,262,"2017-10-20","Released"
"44",0,0,"The Captain","The Captain captures the final act of the Third Reich as Hitler's dream falls completely into ruins. The downfall is the seen through the eyes of a young German soldier who, amidst the chaos, decides to desert.",1.734669,6,"2018-03-15","Released"
"45",0,0,"The Rape of Recy Taylor","Recy Taylor, a 24-year-old black mother and sharecropper, was gang raped by six white boys in 1944 Alabama. Common in Jim Crow South, few women spoke up in fear for their lives. Not Recy Taylor, who bravely identified her rapists. The NAACP sent its chief rape investigator Rosa Parks, who rallied support and triggered an unprecedented outcry for justice. The film exposes a legacy of physical abuse of black women and reveals Rosa Parks’ intimate role in Recy Taylor’s story.",1.598855,1,"2017-09-06","Released"
"46",0,0,"Sweet Country","It’s 1929 on the vast, desert-like Eastern Arrernte Nation lands that are now known as the Central Australian outback. Sam Kelly, a middle-aged Aboriginal man, works the land of a kind preacher, Fred Smith. After an ill-tempered bully arrives in town and Kelly kills him in self-defense, he and his wife, Lizzie, go on the run as a posse gathers to hunt him down.",4.404576,8,"2018-01-25","Released"
"47",7500000,16657800,"Borg vs McEnroe","The story of the world's greatest tennis icons – Björn Borg and his biggest rival, the young and talented John McEnroe – and their legendary duel during the 1980 Wimbledon tournament.",9.605294,241,"2017-09-06","Released"
"48",25000000,12638526,"Battle of the Sexes","The true story of the 1973 tennis match between World number one Billie Jean King and ex-champ and serial hustler Bobby Riggs.",13.757286,585,"2017-09-05","Released"
"49",55000000,29815215,"Hostiles","A legendary Native American-hating Army captain nearing retirement in 1892 is given one last assignment: to escort a Cheyenne chief and his family through dangerous territory back to his Montana reservation.",26.597717,458,"2017-12-22","Released"
"50",30000000,147568410,"Darkest Hour","A thrilling and inspiring true story begins on the eve of World War II as, within days of becoming Prime Minister of Great Britain, Winston Churchill must face one of his most turbulent and defining trials: exploring a negotiated peace treaty with Nazi Germany, or standing firm to fight for the ideals, liberty and freedom of a nation. As the unstoppable Nazi forces roll across Western Europe and the threat of invasion is imminent, and with an unprepared public, a skeptical King, and his own party plotting against him, Churchill must withstand his darkest hour, rally a nation, and attempt to change the course of world history.",28.703055,1534,"2017-11-22","Released"
