"","budget","revenue","title","overview","popularity","vote_count","release_date","status","runtime","production_companies","production_countries"
"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,", , ",", , "
"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,", , ",", , "
"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,", , ",", , "
"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,", , ",", , "
"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,", , ",", , "
"34",NA,NA,NA,NA,NA,NA,NA,NA,NA,", , ",", , "
"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,", , ",", , "
"36",0,0,"Arctic","A man stranded in the Arctic is finally about to receive his long awaited rescue. However, after a tragic accident, his opportunity is lost and he must then decide whether to remain in the relative safety of his camp or embark on a deadly trek through the unknown for potential salvation.",0.126838,0,"2018-12-05","Released",97,", , ",", , "
"37",0,0,"Border","When a border guard with a sixth sense for identifying smugglers encounters the first person she cannot prove is guilty, she is forced to confront terrifying revelations about herself and humankind.",2.224691,0,"2018-05-10","Released",101,"Meta Film, Spark Films, ",", , "
"38",0,0,"Bad Bad Winter","After the passing of her grandmother, a businessman's daughter goes back to her birthplace. After a little while, she receives the visit of her former classmates but their reunion take an unexpected turn. The guests tells her that they need some money to cover the murder they've committed.",1.494593,0,"2018-05-09","Post Production",117,"Seven Rivers Cinema Production, ","Kazakhstan, "
"39",0,0,"Terminal","In the dark heart of a sprawling, anonymous city, two assassins carrying out a sinister mission, a teacher battles a fatal illness, and an enigmatic janitor and a curious waitress leading dangerous double lives. Murderous consequences unravel in the dead of night as their lives all intertwine at the hands of a mysterious criminal mastermind hell-bent on revenge.",27.20503,26,"2018-05-11","Released",90,"LuckyChap Entertainment, Beagle Pug Films, Highland Film Group (HFG), Ruyi Films, Miscellaneous Entertainment, Hassell Free Production, Subotica Entertainment, ","United States of America, United Kingdom, Hong Kong, Ireland, Hungary, "
"40",0,0,"Empty Metal","Adam Khalil and Bayley Sweitzer’s first feature as co-directors, Empty Metal takes place in a world similar to ours—one of mass surveillance, pervasive policing, and increasing individual apathy. The lives of several people, each inhabiting extreme poles of American social and political consciousness, weave together as each attempts to achieve some kind of forward motion, sometimes in contradiction, and always under the eye of far more controlling powers.",3.084773,0,"2018-05-06","Released",83,"Steady Orbits, ","United States of America, "
"41",800,0,"Thy Neighbor","A hotshot young author becomes the pastor of a small town church with big dreams of changing the world, but things change when he grows suspicious that his neighbor may be a threat to his family's safety.",0.504748,0,"2018-05-04","Released",NA,", , ","United States of America, "
"42",0,0,"_EXHIBIT_84xxx_","A young couple in the midst of committing a home burglary experiences a life-shattering turn of events that spins their relationship out of control.",1.866717,1,"2018-05-01","Post Production",NA,"Pingvin Productions, ","United States of America, "
"43",21,0,"Trench","Struggling stand-up Sam Slade and reclusive writer Becky Holt are thrown together when Becky experiences strange phenomena in her own home, and Sam, desperately broke, poses as a private eye - but will Sam's first case be the death of her?",1.034818,0,"2018-04-27","Released",90,"cinema viscera, ","Australia, "
"44",1000,0,"Aswang","Little Ruben believes that Lilith, the beautiful lady in their town, is an ""aswang"". His world will turn upside down because of Lilith's suspicious interest in his family.",0.686,0,"2018-04-24","Released",12,"Femme Fatale Pictures, ",", , "
"45",0,0,"The Second","The persona of a celebrated author is threatened when her best friend and muse reveals the dark secret behind her first novel's provenance, igniting an incendiary tale of sex, lies and betrayal.",1.817711,1,"2018-04-22","Released",94,"Sense & Centsability, Screen Queensland, Second Films, ","Australia, "
"46",0,0,"Braid","Two drug dealers on the lam seek refuge inside their mentally unstable friend’s mansion. But in order to stay, they have to participate in her elaborate, and increasingly dangerous, game of permanent make-believe.",2.81424,0,"2018-04-22","Post Production",82,", , ",", , "
"47",0,0,"Little Woods","For years, Ollie has illicitly helped the struggling residents of her North Dakota oil boomtown access Canadian health care and medication. When the authorities catch on, she plans to abandon her crusade, only to be dragged in even deeper after a desperate plea for help from her sister.",3.767344,0,"2018-04-21","Post Production",105,", , ",", , "
"48",0,0,"Back Roads","Back Roads centers on a young man stuck in the Pennsylvania backwoods caring for his three younger sisters after the shooting death of his abusive father and the arrest of his mother. Family secrets and unspoken truths threaten to consume him.",0.996413,0,"2018-04-20","Post Production",106,"Infinity Media, ","United States of America, "
"49",0,0,"Shackle","A once famous writer’s wife went missing. Their passionate and gentle - love, with time grew into an incurable disease that destroyed everything great that ever united them. She couldn’t take it and left him, and he is trying to fight his guilt, break free, let go of his wife and forgive her for disappearing, for betraying, for cheating, of which she confessed right before she left.",0.64628,0,"2018-04-20","Released",15,"On/Off production, ","Russia, "
"50",1000000,0,"Diminuendo","A director whose life crumbled when Cello, his Hollywood starlet girlfriend, killed herself, becomes obsessed with a robot designed to replicate her after he's offered the chance to direct the film of Cello's life.",1.677036,0,"2018-04-20","Released",96,", , ",", , "
"51",0,0,"The Nursery","When college freshman Ranae agrees to babysit for a family with a tragic past, her run-of-the-mill Saturday night quickly turns into a confrontation with unspeakable horror. Stalked by a sinister presence and haunted by ghosts from her own past, Ranae and her friends must confront an angry, evil spirit determined to hunt them down one-by-one on a deliberate march toward its ultimate prey in THE NURSERY",0.631788,0,"2018-04-15","Released",83,", , ","United States of America, "
"52",0,0,"Exit Strategy","A man who is trapped in a time loop must work with his brother to prevent a catastrophic fire.",0.547718,0,"2018-04-13","Released",15,", , ",", , "
"53",3500000,0,"Truth or Dare","A harmless game of “Truth or Dare” among friends turns deadly when someone—or something—begins to punish those who tell a lie—or refuse the dare.",35.756518,150,"2018-04-12","Released",100,"Blumhouse Productions, ","United States of America, "
"54",0,0,"La Noche Que No Se Repite","A small rural town is the center of multiple parallel stories that intertwine the fate of several different characters across a single night. Some of them are: Juan Manuel y Esteban, two bored teenagers competing for the love of a French exchange student who decide to play a prank to ""Fat Pablo"", a naive pizza delivery boy that is mistaken as a delinquent by Olveira y Sandro. These two arrive to town to assault a corrupt ranch owner, a coup planned by ""El Tranquera"", a small-time dealer. Either chance or destiny make of this fateful night a turning point in the lives of the characters.",0.50948,0,"2018-04-12","Released",71,"Jamal, ",", , "
"55",0,0,"Twin Betrayal","A struggling single mother, in the midst of a fierce custody battle, is framed for the murder of her wealthy father by her ambitious identical twin",1.597406,1,"2018-04-08","Released",80,"Lifetime, ","United States of America, "
"56",0,0,"Black Tide","Dany, the Arnault family’s teenage son has disappeared. The case is assigned to François Visconti, a world-weary and disillusioned detective whose wife has just left him. The policeman investigates to find the missing teenager while he is reluctant to take care of his own son, Denis, 16, who seems to be mixed up in drug trafficking. When Mr. Bellaile, Dany’s French tutor, learns about his former student’s disappearance, he offers his services.",1e-06,0,"2018-07-18","Released",113,"Curiosa Films, ","France, "
"57",0,0,"Compulsion","To give in, the blood must flow.",0.341024,0,"2018-03-24","Released",17,"150 Films, ","Canada, "
"58",0,0,"Perfect","A young man with a violent past enters a mysterious clinic where the patients wildly transform their bodies and minds using genetic engineering.",2.462246,0,"2018-03-11","Post Production",85,", , ",", , "
"59",0,0,"Brothers' Nest","With their Mother dying of cancer, intent on changing her will to benefit her new husband before she dies, two brothers go to extreme and deadly lengths to protect their inheritance from being signed away before it’s too late.",1.11738,0,"2018-03-11","Post Production",98,"Label, Film Victoria, ","Australia, "
"60",0,0,"A Bluebird in My Heart","An ex-con's attempts to live a quiet life are derailed when the daughter of the woman sheltering him is the victim of a vicious attack.",2.944474,2,"2018-03-10","Post Production",86,"Umedia, Atchafalaya, Labyrinthe Films, ","France, "
"61",0,0,"What Keeps You Alive","Majestic mountains, a still lake and venomous betrayals engulf a female married couple attempting to celebrate their one-year anniversary.",2.621699,1,"2018-03-10","Post Production",98,", , ",", , "
"62",0,0,"Galveston","A noirish crime thriller, Galveston centers on New Orleans hitman Roy Cady, diagnosed with lung cancer at 40. Before the cancer can do him in, however, he has more pressing concerns in the form of his mobster boss, who has decided to remove him from the business - and the world - via a set-up. Turning the tables, he goes on the run having rescued teenage hooker Raquel ""Rocky"" Arceneaux. He's persuaded to pick up her baby sister Tiffany, and with his new wards in tow, heads to his titular hometown to scheme revenge and redemption.",4.2457,3,"2018-10-03","Post Production",91,"Jean Doumanian Productions, Low Spark Films, ","United States of America, "
"63",0,0,"Elizabeth Harvest","Newlywed Elizabeth arrives with her brilliant scientist husband Henry to his magnificent estate, where he wows her with lavish dinners and a dazzling tour of the property. The house staff Claire and Oliver treat her deferentially but she can’t shake the feeling something is off. Henry explains that everything in his world now belongs to her, all is for her to play in — all except for a locked-off room he forbids her from entering...",2.366327,0,"2018-03-10","Post Production",105,", , ",", , "
"64",0,0,"First Light","A high school senior, Alex Lainey, has an encounter with mysterious lights that appear over her small town. She soon develops dangerous, supernatural abilities and turns to her childhood friend Sean Terrel. The authorities target them and a chase ensues as officials try to discover the truth behind Alex's transformation.",1.20192,0,"2018-03-10","Post Production",90,", , ",", , "
"65",0,0,"Fast Color","A woman is forced to go on the run when her superhuman abilities are discovered. Years after having abandoned her family, the only place she has left to hide is home.",2.954842,2,"2018-03-10","Post Production",100,"LD Entertainment, ","United States of America, "
"66",0,0,"Don’t Leave Home","An American artist’s obsession with a disturbing urban legend leads her to an investigation of the story’s origins at the crumbling estate of a reclusive painter in Ireland.",0.405208,0,"2018-03-10","Post Production",86,", , ",", , "
"67",0,0,"Number 37","Number 37 is the story of Randall, wheelchair bound, playing a cat and mouse game blackmailing a powerful criminal whilst evading a sadistic loan shark who will kill him and his girlfriend if his loan is not paid back by the end of the week.",2.813107,0,"2018-06-01","Planned",111,"Gambit Pictures, ","South Africa, "
"68",0,0,"A Vigilante","A vigilante helps victims escape their domestic abusers.",1.420323,0,"2018-03-10","Released",91,"Highland Film Group, ","United States of America, "
"69",0,0,"Upgrade","A brutal mugging leaves Grey Trace paralyzed in the hospital and his beloved wife dead. A billionaire inventor soon offers Trace a cure -- an artificial intelligence implant called STEM that will enhance his body. Now able to walk, Grey finds that he also has superhuman strength and agility -- skills he uses to seek revenge against the thugs who destroyed his life.",5.113652,3,"2018-06-01","Released",96,"Blumhouse Productions, Goalpost Pictures, ","Australia, "
"70",17000000,269952634,"A Quiet Place","A family is forced to live in silence while hiding from creatures that hunt by sound.",59.507991,1088,"2018-04-05","Released",95,"Sunday Night, Platinum Dunes, Paramount, ","United States of America, "
"71",12500000,18752052,"The Strangers: Prey at Night","A family's road trip takes a dangerous turn when they arrive at a secluded mobile home park to stay with some relatives and find it mysteriously deserted. Under the cover of darkness, three masked psychopaths pay them a visit to test the family's every limit as they struggle to survive.",14.125916,74,"2018-03-07","Released",85,"The Fyzz Facility, Aviron Pictures, White Comet Films, Bloom, Rogue Pictures, Universal Pictures, ","United States of America, "
"72",0,0,"Hunting Lands","Reclusive veteran Frank Olsen yearns to escape from the complexities of the modern world. Unfortunately, despite his efforts, the world comes looking for him.",0.5044,1,"2018-03-03","Released",83,"APS Films LLC, ","United States of America, "
"73",1400000,0,"East of Sweden","Three men meet on a night train on the border of Finland and Sweden. All three are concealing something, and a sudden confrontation amongst them leads to disastrous consequences, with two of them being forced to make a joint decision.",2.500132,0,"2018-03-02","Released",104,"Zentropa International Sweden, Kaiho Republic Oy, ","Finland, Sweden, "
"74",500000,0,"The Revenge of Phantom Knight","A patriotic doctor returns to his homeland with his family, seeking a long missing treasure. A series of weird things keeps happening and the doctor begins to behave oddly. Meanwhile, a madman is murdering the local citizens and the doctor’s wife starts to have suspicions. Right before she is able to uncover the truth, another larger conspiracy quietly comes along.",0.54839,0,"2018-02-26","Released",105,", , ","China, "
"75",0,0,"The Warning","Ten-year-old Nico receives a threatening letter and now his life is in danger. No one seems to believe him except one person that he doesn't know.",1.063453,5,"2018-03-23","Released",92,", , ",", , "
"76",1500000,0,"Unsane","A woman is involuntarily committed to a mental institution amid uncertainty as to whether her greatest fear is real or delusional.",5.601306,57,"2018-03-23","Released",98,"Regency Enterprises, Extension 765, ","United States of America, "
"77",688960,0,"U: July 22","The movie tells the story about a girl who has to hide and survive from terrorist Anders Breivik while looking for her little sister during the terrorist attacks in Norway on the island Utøya, July 22nd.",0.895783,7,"2018-03-09","Released",84,"Nordisk Film Distribution, Paradox Film 7, ","Norway, "
"78",0,0,"7 Days in Entebbe","Four hijackers take over an airplane, take the passengers hostage, and force it to land in Entebbe, Uganda in 1976 in an effort to free of dozens of Palestinian terrorists jailed in Israel.",3.722061,23,"2018-03-16","Released",107,"Participant Media, Pellikola, Working Title Films, ","United Kingdom, United States of America, "
"79",0,0,"Profile","Looking to investigate recruitment techniques of ISIS to lure women into Syria, Amy Whitaker, a journalist, creates a Facebook profile of a Muslim convert. When an ISIS recruiter contacts her online character, she experiences the process first hand.",0.377518,1,"2018-02-17","Released",105,"Bazelevs Production, ","Cyprus, United Kingdom, United States of America, "
"80",0,0,"Garbage","Taxi driver Phanishwar is living with a mysterious girl, Nanaam, who he keeps in chains. When a medical student, Rami, a victim of revenge porn leaked online by an ex-boyfriend, seeks refuge in Goa, she stumbles into the strange but placid lives of Phanishwar and Nanaam.",0.508511,0,"2018-02-17","Released",105,", , ","India, "
